PERATION_ID,TYPE,USER_ID,PRODUCTION,CONSUME,CONSUME_OTHERS,USER_VOLUME,USER_DENSITY,USER_ROLE,FILE_ID,FILE_SIZE,TOPIC_ID,TOPIC_VOLUME,TOPIC_DENSITY,TOPIC_ROLE
1229,download,1284593872,0.0,0.011119759813188036,0.0,0,0.0,null,76,7,13,7602267,59864.29996819049,Beta
1230,download,986560249,0.0,0.011119759813188036,0.0,0,0.0,null,76,7,13,7602267,59864.29996819049,Beta
1231,download,274415854,0.0,0.011119759813188036,0.0,0,0.0,null,76,7,13,7602267,59864.29996819049,Beta
1232,download,1315877890,0.0,0.011119759813188036,0.0,0,0.0,null,76,7,13,7602267,59864.29996819049,Beta
1233,download,811378355,0.0,0.011119759813188036,0.0,0,0.0,null,76,7,13,7602267,59864.29996819049,Beta
1234,download,282085050,0.0,0.011119759813188036,0.0,0,0.0,null,76,7,13,7602267,59864.29996819049,Beta
1235,download,489325908,0.0,0.011119759813188036,0.0,0,0.0,null,76,7,13,7602267,59864.29996819049,Beta
1236,download,1302631059,0.0,0.011119759813188036,0.0,0,0.0,null,76,7,13,7602267,59864.29996819049,Beta
1237,download,1261628800,0.0,0.011119759813188036,0.0,0,0.0,null,76,7,13,7602267,59864.29996819049,Beta
1238,download,12063867,0.0,0.011119759813188036,0.0,0,0.0,null,76,7,13,7602267,59864.29996819049,Beta
1239,download,1765441049,0.0,0.011119759813188036,0.0,0,0.0,null,76,7,13,7602267,59864.29996819049,Beta
1240,download,15639631,0.0,0.011119759813188036,0.0,0,0.0,null,76,7,13,7602267,59864.29996819049,Beta
1241,download,2272920174,0.0,0.011119759813188036,0.0,0,0.0,null,76,7,13,7602267,59864.29996819049,Beta
1242,download,37398684,0.0,0.011119759813188036,0.0,0,0.0,null,76,7,13,7602267,59864.29996819049,Beta
1243,download,1473073143,0.0,0.011119759813188036,0.0,0,0.0,null,76,7,13,7602267,59864.29996819049,Beta
1244,download,1269168514,0.0,0.011119759813188036,0.0,0,0.0,null,76,7,13,7602267,59864.29996819049,Beta
1245,download,226837112,0.0,0.011119759813188036,0.0,0,0.0,null,76,7,13,7602267,59864.29996819049,Beta
1246,download,43052367,0.0,0.011119759813188036,0.0,0,0.0,null,76,7,13,7602267,59864.29996819049,Beta
1247,download,458404324,0.0,0.011119759813188036,0.0,0,0.0,null,76,7,13,7602267,59864.29996819049,Beta
1248,download,2868712648,0.0,0.011119759813188036,0.0,0,0.0,null,76,7,13,7602267,59864.29996819049,Beta
1249,download,2371968530,0.0,0.011119759813188036,0.0,0,0.0,null,76,7,13,7602267,59864.29996819049,Beta
1250,download,2091256838,0.0,0.011119759813188036,0.0,0,0.0,null,76,7,13,7602267,59864.29996819049,Beta
1251,download,1933600032,0.0,0.011119759813188036,0.0,0,0.0,null,76,7,13,7602267,59864.29996819049,Beta
1252,download,18065391,0.0,0.011119759813188036,0.0,0,0.0,null,76,7,13,7602267,59864.29996819049,Beta
1253,download,1131457645,0.0,0.011119759813188036,0.0,0,0.0,null,76,7,13,7602267,59864.29996819049,Beta
1254,download,2165320424,0.0,0.011119759813188036,0.0,0,0.0,null,76,7,13,7602267,59864.29996819049,Beta
1255,download,1209533589,0.0,0.011119759813188036,0.0,0,0.0,null,76,7,13,7602267,59864.29996819049,Beta
1256,download,2087343817,0.0,0.022239519626376072,0.0,0,0.0,null,76,7,13,7602267,59864.29996819049,Beta
1256,download,2087343817,0.0,0.022239519626376072,0.0,0,0.0,null,76,7,13,7602267,59864.29996819049,Beta
1257,download,2877742660,0.0,0.011119759813188036,0.0,0,0.0,null,76,7,13,7602267,59864.29996819049,Beta
1258,download,1970659505,0.0,0.011119759813188036,0.0,0,0.0,null,76,7,13,7602267,59864.29996819049,Beta
1259,download,1911876003,0.0,0.011119759813188036,0.0,0,0.0,null,76,7,13,7602267,59864.29996819049,Beta
1260,download,2789333007,0.0,0.011119759813188036,0.0,0,0.0,null,76,7,13,7602267,59864.29996819049,Beta
1261,download,925265158,0.0,0.011119759813188036,0.0,0,0.0,null,76,7,13,7602267,59864.29996819049,Beta
1262,download,2543849001,0.0,0.011119759813188036,0.0,0,0.0,null,76,7,13,7602267,59864.29996819049,Beta
1263,download,1447317437,0.0,0.011119759813188036,0.0,0,0.0,null,76,7,13,7602267,59864.29996819049,Beta
1264,download,2125738021,0.0,0.011119759813188036,0.0,0,0.0,null,76,7,13,7602267,59864.29996819049,Beta
1265,download,2243454803,0.0,0.011119759813188036,0.0,0,0.0,null,76,7,13,7602267,59864.29996819049,Beta
1266,download,179568671,0.0,0.011119759813188036,0.0,0,0.0,null,76,7,13,7602267,59864.29996819049,Beta
1267,download,545841235,0.0,0.011119759813188036,0.0,0,0.0,null,76,7,13,7602267,59864.29996819049,Beta
1268,download,5415658,0.0,0.011119759813188036,0.0,0,0.0,null,76,7,13,7602267,59864.29996819049,Beta
1269,download,1477964811,0.0,0.011119759813188036,0.0,0,0.0,null,76,7,13,7602267,59864.29996819049,Beta
1270,download,1636619844,0.0,0.011119759813188036,0.0,0,0.0,null,76,7,13,7602267,59864.29996819049,Beta
1271,download,20721939,0.0,0.011119759813188036,0.0,0,0.0,null,76,7,13,7602267,59864.29996819049,Beta
1272,download,2346520249,0.0,0.011119759813188036,0.0,0,0.0,null,76,7,13,7602267,59864.29996819049,Beta
1273,download,1482525229,0.0,0.011119759813188036,0.0,0,0.0,null,76,7,13,7602267,59864.29996819049,Beta
1274,download,2638518101,0.0,0.011119759813188036,0.0,0,0.0,null,76,7,13,7602267,59864.29996819049,Beta
1275,download,16849243,0.0,0.011119759813188036,0.0,0,0.0,null,76,7,13,7602267,59864.29996819049,Beta
1276,download,667973725,0.0,0.011119759813188036,0.0,0,0.0,null,76,7,13,7602267,59864.29996819049,Beta
1277,download,777424128,0.0,0.011119759813188036,0.0,0,0.0,null,76,7,13,7602267,59864.29996819049,Beta
1278,download,2336759477,0.0,0.011119759813188036,0.0,0,0.0,null,76,7,13,7602267,59864.29996819049,Beta
1279,download,2083552818,0.0,0.011119759813188036,0.0,0,0.0,null,76,7,13,7602267,59864.29996819049,Beta
1280,download,2212051840,0.0,0.011119759813188036,0.0,0,0.0,null,76,7,13,7602267,59864.29996819049,Beta
1281,download,752010512,0.0,0.011119759813188036,0.0,0,0.0,null,76,7,13,7602267,59864.29996819049,Beta
1282,download,2353070767,0.0,0.011119759813188036,0.0,0,0.0,null,76,7,13,7602267,59864.29996819049,Beta
1283,download,2017895937,0.0,0.011119759813188036,0.0,0,0.0,null,76,7,13,7602267,59864.29996819049,Beta
1284,download,1527556851,0.0,0.011119759813188036,0.0,0,0.0,null,76,7,13,7602267,59864.29996819049,Beta
1285,download,1498150358,0.0,0.011119759813188036,0.0,0,0.0,null,76,7,13,7602267,59864.29996819049,Beta
1286,download,11936035,0.0,0.011119759813188036,0.0,0,0.0,null,76,7,13,7602267,59864.29996819049,Beta
1287,download,593710236,0.0,0.011119759813188036,0.0,0,0.0,null,76,7,13,7602267,59864.29996819049,Beta
1288,download,1791530569,0.0,0.011119759813188036,0.0,0,0.0,null,76,7,13,7602267,59864.29996819049,Beta
1289,download,2019798071,0.0,0.011119759813188036,0.0,0,0.0,null,76,7,13,7602267,59864.29996819049,Beta
1290,download,2200721095,0.0,0.022239519626376072,0.0,0,0.0,null,76,7,13,7602267,59864.29996819049,Beta
1290,download,2200721095,0.0,0.022239519626376072,0.0,0,0.0,null,23,6,12,10034220,105655.7001106143,Beta
1291,download,699124536,0.0,0.011119759813188036,0.0,0,0.0,null,76,7,13,7602267,59864.29996819049,Beta
1292,download,244218757,0.0,0.011119759813188036,0.0,0,0.0,null,76,7,13,7602267,59864.29996819049,Beta
1293,download,2707426510,0.0,0.011119759813188036,0.0,0,0.0,null,76,7,13,7602267,59864.29996819049,Beta
1294,download,1109447727,0.0,0.022239519626376072,0.0,0,0.0,null,76,7,13,7602267,59864.29996819049,Beta
1294,download,1109447727,0.0,0.022239519626376072,0.0,0,0.0,null,76,7,13,7602267,59864.29996819049,Beta
1295,download,54295587,0.0,0.011119759813188036,0.0,0,0.0,null,76,7,13,7602267,59864.29996819049,Beta
1296,download,2348817504,0.0,0.011119759813188036,0.0,0,0.0,null,76,7,13,7602267,59864.29996819049,Beta
1297,download,2203470133,0.0,0.011119759813188036,0.0,0,0.0,null,76,7,13,7602267,59864.29996819049,Beta
1298,download,543583429,0.0,0.011119759813188036,0.0,0,0.0,null,76,7,13,7602267,59864.29996819049,Beta
1299,download,2353033536,0.0,0.011119759813188036,0.0,0,0.0,null,76,7,13,7602267,59864.29996819049,Beta
1300,download,23089731,0.0,0.011119759813188036,0.0,0,0.0,null,76,7,13,7602267,59864.29996819049,Beta
1301,download,2015165797,0.0,0.011119759813188036,0.0,0,0.0,null,76,7,13,7602267,59864.29996819049,Beta
1302,download,2349912589,0.0,0.011119759813188036,0.0,0,0.0,null,76,7,13,7602267,59864.29996819049,Beta
1303,download,1942930234,0.0,0.011119759813188036,0.0,0,0.0,null,76,7,13,7602267,59864.29996819049,Beta
1304,download,232262805,0.0,0.011119759813188036,0.0,0,0.0,null,76,7,13,7602267,59864.29996819049,Beta
1305,download,1930999997,0.0,0.011119759813188036,0.0,0,0.0,null,76,7,13,7602267,59864.29996819049,Beta
1306,download,231651091,0.0,0.011119759813188036,0.0,0,0.0,null,76,7,13,7602267,59864.29996819049,Beta
1307,download,414665325,0.0,0.011119759813188036,0.0,0,0.0,null,76,7,13,7602267,59864.29996819049,Beta
1308,download,1447526660,0.0,0.011119759813188036,0.0,0,0.0,null,76,7,13,7602267,59864.29996819049,Beta
1309,download,2212503913,0.0,0.011119759813188036,0.0,0,0.0,null,76,7,13,7602267,59864.29996819049,Beta
1310,download,193997362,0.0,0.011119759813188036,0.0,0,0.0,null,76,7,13,7602267,59864.29996819049,Beta
1311,download,1529985457,0.0,0.011119759813188036,0.0,0,0.0,null,76,7,13,7602267,59864.29996819049,Beta
1312,download,2330848222,0.0,0.011119759813188036,0.0,0,0.0,null,76,7,13,7602267,59864.29996819049,Beta
1313,download,192773383,0.0,0.011119759813188036,0.0,0,0.0,null,76,7,13,7602267,59864.29996819049,Beta
1314,download,2231099345,0.0,0.022239519626376072,0.0,0,0.0,null,76,7,13,7602267,59864.29996819049,Beta
1314,download,2231099345,0.0,0.022239519626376072,0.0,0,0.0,null,76,7,13,7602267,59864.29996819049,Beta
1315,download,2281747169,0.0,0.011119759813188036,0.0,0,0.0,null,76,7,13,7602267,59864.29996819049,Beta
1316,download,300722783,0.0,0.011119759813188036,0.0,0,0.0,null,76,7,13,7602267,59864.29996819049,Beta
1317,download,404907921,0.0,0.011119759813188036,0.0,0,0.0,null,76,7,13,7602267,59864.29996819049,Beta
1318,download,1559674062,0.0,0.011119759813188036,0.0,0,0.0,null,76,7,13,7602267,59864.29996819049,Beta
1319,download,1761189894,0.0,0.011119759813188036,0.0,0,0.0,null,76,7,13,7602267,59864.29996819049,Beta
1320,download,1907037494,0.0,0.011119759813188036,0.0,0,0.0,null,76,7,13,7602267,59864.29996819049,Beta
1321,download,1051446950,0.0,0.011119759813188036,0.0,0,0.0,null,76,7,13,7602267,59864.29996819049,Beta
1322,download,1321547782,0.0,0.011119759813188036,0.0,0,0.0,null,76,7,13,7602267,59864.29996819049,Beta
1323,download,27558203,0.0,0.011119759813188036,0.0,0,0.0,null,76,7,13,7602267,59864.29996819049,Beta
1324,download,182048676,0.0,0.011119759813188036,0.0,0,0.0,null,76,7,13,7602267,59864.29996819049,Beta
1325,download,1204328149,0.0,0.011119759813188036,0.0,0,0.0,null,76,7,13,7602267,59864.29996819049,Beta
1326,download,1097651530,0.0,0.011119759813188036,0.0,0,0.0,null,76,7,13,7602267,59864.29996819049,Beta
1327,download,467013721,0.0,0.022239519626376072,0.0,0,0.0,null,76,7,13,7602267,59864.29996819049,Beta
1327,download,467013721,0.0,0.022239519626376072,0.0,0,0.0,null,10,2,2,7498850,46620.733298912644,Alpha
1328,download,21092840,0.0,0.011119759813188036,0.0,0,0.0,null,76,7,13,7602267,59864.29996819049,Beta
1329,download,1229997920,0.0,0.011119759813188036,0.0,0,0.0,null,76,7,13,7602267,59864.29996819049,Beta
1330,download,1645140299,0.0,0.011119759813188036,0.0,0,0.0,null,76,7,13,7602267,59864.29996819049,Beta
1331,download,1115476523,0.0,0.011119759813188036,0.0,0,0.0,null,76,7,13,7602267,59864.29996819049,Beta
1332,download,1377602107,0.0,0.011119759813188036,0.0,0,0.0,null,76,7,13,7602267,59864.29996819049,Beta
1333,download,2873990501,0.0,0.011119759813188036,0.0,0,0.0,null,76,7,13,7602267,59864.29996819049,Beta
1334,download,2606548338,0.0,0.011119759813188036,0.0,0,0.0,null,76,7,13,7602267,59864.29996819049,Beta
1335,download,2541563719,0.0,0.011119759813188036,0.0,0,0.0,null,76,7,13,7602267,59864.29996819049,Beta
1336,download,1471836527,0.0,0.011119759813188036,0.0,0,0.0,null,76,7,13,7602267,59864.29996819049,Beta
1337,download,297939988,0.0,0.011119759813188036,0.0,0,0.0,null,76,7,13,7602267,59864.29996819049,Beta
1338,download,33605629,0.0,0.011119759813188036,0.0,0,0.0,null,76,7,13,7602267,59864.29996819049,Beta
1339,download,1059175058,0.0,0.011119759813188036,0.0,0,0.0,null,76,7,13,7602267,59864.29996819049,Beta
1340,download,297327392,0.0,0.011119759813188036,0.0,0,0.0,null,76,7,13,7602267,59864.29996819049,Beta
1341,download,2168396068,0.0,0.033359279439564106,0.0,0,0.0,null,76,7,13,7602267,59864.29996819049,Beta
1341,download,2168396068,0.0,0.033359279439564106,0.0,0,0.0,null,112,5,17,5167328,47838.2333265692,Alpha
1341,download,2168396068,0.0,0.033359279439564106,0.0,0,0.0,null,23,6,12,10034220,105655.7001106143,Beta
1342,download,2157634034,0.0,0.022239519626376072,0.0,0,0.0,null,76,7,13,7602267,59864.29996819049,Beta
1342,download,2157634034,0.0,0.022239519626376072,0.0,0,0.0,null,25,6,24,3794028,34855.8333626464,Alpha
1343,download,1516146282,0.0,0.011119759813188036,0.0,0,0.0,null,76,7,13,7602267,59864.29996819049,Beta
1344,download,1557705876,0.0,0.011119759813188036,0.0,0,0.0,null,76,7,13,7602267,59864.29996819049,Beta
1345,download,4780142,0.0,0.011119759813188036,0.0,0,0.0,null,76,7,13,7602267,59864.29996819049,Beta
1346,download,1712907333,0.0,0.011119759813188036,0.0,0,0.0,null,76,7,13,7602267,59864.29996819049,Beta
1347,download,1958286788,0.0,0.011119759813188036,0.0,0,0.0,null,76,7,13,7602267,59864.29996819049,Beta
1348,download,504382447,0.0,0.011119759813188036,0.0,0,0.0,null,76,7,13,7602267,59864.29996819049,Beta
1349,download,24464313,0.0,0.011119759813188036,0.0,0,0.0,null,76,7,13,7602267,59864.29996819049,Beta
1350,download,1490693351,0.0,0.022239519626376072,0.0,0,0.0,null,76,7,13,7602267,59864.29996819049,Beta
1350,download,1490693351,0.0,0.022239519626376072,0.0,0,0.0,null,25,6,24,3794028,34855.8333626464,Alpha
1351,download,1685016993,0.0,0.011119759813188036,0.0,0,0.0,null,76,7,13,7602267,59864.29996819049,Beta
1352,download,277863817,0.0,0.011119759813188036,0.0,0,0.0,null,76,7,13,7602267,59864.29996819049,Beta
1353,download,182861792,0.0,0.011119759813188036,0.0,0,0.0,null,76,7,13,7602267,59864.29996819049,Beta
1354,download,525020571,0.0,0.011119759813188036,0.0,0,0.0,null,76,7,13,7602267,59864.29996819049,Beta
1355,download,1528549184,0.0,0.011119759813188036,0.0,0,0.0,null,76,7,13,7602267,59864.29996819049,Beta
1356,download,2248846447,0.0,0.011119759813188036,0.0,0,0.0,null,76,7,13,7602267,59864.29996819049,Beta
1357,download,361745429,0.0,0.011119759813188036,0.0,0,0.0,null,76,7,13,7602267,59864.29996819049,Beta
1358,download,609372469,0.0,0.011119759813188036,0.0,0,0.0,null,76,7,13,7602267,59864.29996819049,Beta
1359,download,1493645196,0.0,0.011119759813188036,0.0,0,0.0,null,76,7,13,7602267,59864.29996819049,Beta
1360,download,302962566,0.0,0.011119759813188036,0.0,0,0.0,null,76,7,13,7602267,59864.29996819049,Beta
1361,download,1513654191,0.0,0.011119759813188036,0.0,0,0.0,null,76,7,13,7602267,59864.29996819049,Beta
1362,download,2228312541,0.0,0.011119759813188036,0.0,0,0.0,null,76,7,13,7602267,59864.29996819049,Beta
1363,upload,208560325,0.033359279439564106,0.0,5.003891915934616,1620000,20983.050006866455,Beta,25,6,24,3794028,34855.8333626464,Alpha
1363,upload,208560325,0.033359279439564106,0.0,5.003891915934616,1620000,20983.050006866455,Beta,77,9,2,7498850,46620.733298912644,Alpha
1363,upload,208560325,0.033359279439564106,0.0,5.003891915934616,1620000,20983.050006866455,Beta,67,9,13,7602267,59864.29996819049,Beta
1364,download,13628625,0.0,0.011119759813188036,0.0,0,0.0,null,25,6,24,3794028,34855.8333626464,Alpha
1365,download,1022860451,0.0,0.022239519626376072,0.0,0,0.0,null,25,6,24,3794028,34855.8333626464,Alpha
1365,download,1022860451,0.0,0.022239519626376072,0.0,0,0.0,null,25,6,24,3794028,34855.8333626464,Alpha
1366,download,226338815,0.0,0.022239519626376072,0.0,0,0.0,null,25,6,24,3794028,34855.8333626464,Alpha
1366,download,226338815,0.0,0.022239519626376072,0.0,0,0.0,null,82,6,17,5167328,47838.2333265692,Alpha
1367,download,859241467,0.0,0.011119759813188036,0.0,0,0.0,null,25,6,24,3794028,34855.8333626464,Alpha
1368,download,2100105953,0.0,0.022239519626376072,0.0,0,0.0,null,25,6,24,3794028,34855.8333626464,Alpha
1368,download,2100105953,0.0,0.022239519626376072,0.0,0,0.0,null,77,9,2,7498850,46620.733298912644,Alpha
1369,download,612308416,0.0,0.011119759813188036,0.0,0,0.0,null,25,6,24,3794028,34855.8333626464,Alpha
1370,download,222204873,0.0,0.022239519626376072,0.0,0,0.0,null,25,6,24,3794028,34855.8333626464,Alpha
1370,download,222204873,0.0,0.022239519626376072,0.0,0,0.0,null,101,6,17,5167328,47838.2333265692,Alpha
1371,download,2860455122,0.0,0.033359279439564106,0.0,0,0.0,null,25,6,24,3794028,34855.8333626464,Alpha
1371,download,2860455122,0.0,0.033359279439564106,0.0,0,0.0,null,77,9,2,7498850,46620.733298912644,Alpha
1371,download,2860455122,0.0,0.033359279439564106,0.0,0,0.0,null,10,2,2,7498850,46620.733298912644,Alpha
1372,download,44067521,0.0,0.011119759813188036,0.0,0,0.0,null,25,6,24,3794028,34855.8333626464,Alpha
1373,download,270657903,0.0,0.011119759813188036,0.0,0,0.0,null,25,6,24,3794028,34855.8333626464,Alpha
1374,download,1614896207,0.0,0.022239519626376072,0.0,0,0.0,null,25,6,24,3794028,34855.8333626464,Alpha
1374,download,1614896207,0.0,0.022239519626376072,0.0,0,0.0,null,25,6,24,3794028,34855.8333626464,Alpha
1375,download,12108085,0.0,0.011119759813188036,0.0,0,0.0,null,25,6,24,3794028,34855.8333626464,Alpha
1376,download,2539272180,0.0,0.011119759813188036,0.0,0,0.0,null,25,6,24,3794028,34855.8333626464,Alpha
1377,download,48598468,0.0,0.011119759813188036,0.0,0,0.0,null,25,6,24,3794028,34855.8333626464,Alpha
1378,download,244563120,0.0,0.011119759813188036,0.0,0,0.0,null,25,6,24,3794028,34855.8333626464,Alpha
1379,download,1816016214,0.0,0.011119759813188036,0.0,0,0.0,null,25,6,24,3794028,34855.8333626464,Alpha
1380,download,36640651,0.0,0.011119759813188036,0.0,0,0.0,null,25,6,24,3794028,34855.8333626464,Alpha
1381,download,836695915,0.0,0.011119759813188036,0.0,0,0.0,null,25,6,24,3794028,34855.8333626464,Alpha
1382,download,1291402709,0.0,0.022239519626376072,0.0,0,0.0,null,25,6,24,3794028,34855.8333626464,Alpha
1382,download,1291402709,0.0,0.022239519626376072,0.0,0,0.0,null,25,6,24,3794028,34855.8333626464,Alpha
1383,download,1604215729,0.0,0.011119759813188036,0.0,0,0.0,null,25,6,24,3794028,34855.8333626464,Alpha
1384,download,372926061,0.0,0.011119759813188036,0.0,0,0.0,null,25,6,24,3794028,34855.8333626464,Alpha
1385,download,263003043,0.0,0.011119759813188036,0.0,0,0.0,null,25,6,24,3794028,34855.8333626464,Alpha
1386,download,1330893278,0.0,0.011119759813188036,0.0,0,0.0,null,25,6,24,3794028,34855.8333626464,Alpha
1387,download,2268009788,0.0,0.022239519626376072,0.0,0,0.0,null,25,6,24,3794028,34855.8333626464,Alpha
1387,download,2268009788,0.0,0.022239519626376072,0.0,0,0.0,null,25,6,24,3794028,34855.8333626464,Alpha
1388,download,2864460440,0.0,0.011119759813188036,0.0,0,0.0,null,25,6,24,3794028,34855.8333626464,Alpha
1389,download,1367011477,0.0,0.4781496719670855,0.0,0,0.0,null,25,6,24,3794028,34855.8333626464,Alpha
1389,download,1367011477,0.0,0.4781496719670855,0.0,0,0.0,null,25,6,24,3794028,34855.8333626464,Alpha
1389,download,1367011477,0.0,0.4781496719670855,0.0,0,0.0,null,25,6,24,3794028,34855.8333626464,Alpha
1389,download,1367011477,0.0,0.4781496719670855,0.0,0,0.0,null,25,6,24,3794028,34855.8333626464,Alpha
1389,download,1367011477,0.0,0.4781496719670855,0.0,0,0.0,null,25,6,24,3794028,34855.8333626464,Alpha
1389,download,1367011477,0.0,0.4781496719670855,0.0,0,0.0,null,25,6,24,3794028,34855.8333626464,Alpha
1389,download,1367011477,0.0,0.4781496719670855,0.0,0,0.0,null,25,6,24,3794028,34855.8333626464,Alpha
1389,download,1367011477,0.0,0.4781496719670855,0.0,0,0.0,null,25,6,24,3794028,34855.8333626464,Alpha
1389,download,1367011477,0.0,0.4781496719670855,0.0,0,0.0,null,77,9,2,7498850,46620.733298912644,Alpha
1389,download,1367011477,0.0,0.4781496719670855,0.0,0,0.0,null,77,9,2,7498850,46620.733298912644,Alpha
1389,download,1367011477,0.0,0.4781496719670855,0.0,0,0.0,null,77,9,2,7498850,46620.733298912644,Alpha
1389,download,1367011477,0.0,0.4781496719670855,0.0,0,0.0,null,77,9,2,7498850,46620.733298912644,Alpha
1389,download,1367011477,0.0,0.4781496719670855,0.0,0,0.0,null,86,4,1,3055415,58781.09995573759,Alpha
1389,download,1367011477,0.0,0.4781496719670855,0.0,0,0.0,null,101,6,17,5167328,47838.2333265692,Alpha
1389,download,1367011477,0.0,0.4781496719670855,0.0,0,0.0,null,101,6,17,5167328,47838.2333265692,Alpha
1389,download,1367011477,0.0,0.4781496719670855,0.0,0,0.0,null,101,6,17,5167328,47838.2333265692,Alpha
1389,download,1367011477,0.0,0.4781496719670855,0.0,0,0.0,null,101,6,17,5167328,47838.2333265692,Alpha
1389,download,1367011477,0.0,0.4781496719670855,0.0,0,0.0,null,110,6,19,264872,7873.866634622216,Gamma
1389,download,1367011477,0.0,0.4781496719670855,0.0,0,0.0,null,110,6,19,264872,7873.866634622216,Gamma
1389,download,1367011477,0.0,0.4781496719670855,0.0,0,0.0,null,110,6,19,264872,7873.866634622216,Gamma
1389,download,1367011477,0.0,0.4781496719670855,0.0,0,0.0,null,55,2,24,3794028,34855.8333626464,Alpha
1389,download,1367011477,0.0,0.4781496719670855,0.0,0,0.0,null,55,2,24,3794028,34855.8333626464,Alpha
1389,download,1367011477,0.0,0.4781496719670855,0.0,0,0.0,null,55,2,24,3794028,34855.8333626464,Alpha
1389,download,1367011477,0.0,0.4781496719670855,0.0,0,0.0,null,5,6,2,7498850,46620.733298912644,Alpha
1389,download,1367011477,0.0,0.4781496719670855,0.0,0,0.0,null,5,6,2,7498850,46620.733298912644,Alpha
1389,download,1367011477,0.0,0.4781496719670855,0.0,0,0.0,null,5,6,2,7498850,46620.733298912644,Alpha
1389,download,1367011477,0.0,0.4781496719670855,0.0,0,0.0,null,5,6,2,7498850,46620.733298912644,Alpha
1389,download,1367011477,0.0,0.4781496719670855,0.0,0,0.0,null,5,6,2,7498850,46620.733298912644,Alpha
1389,download,1367011477,0.0,0.4781496719670855,0.0,0,0.0,null,5,6,2,7498850,46620.733298912644,Alpha
1389,download,1367011477,0.0,0.4781496719670855,0.0,0,0.0,null,5,6,2,7498850,46620.733298912644,Alpha
1389,download,1367011477,0.0,0.4781496719670855,0.0,0,0.0,null,5,6,2,7498850,46620.733298912644,Alpha
1389,download,1367011477,0.0,0.4781496719670855,0.0,0,0.0,null,5,6,2,7498850,46620.733298912644,Alpha
1389,download,1367011477,0.0,0.4781496719670855,0.0,0,0.0,null,5,6,2,7498850,46620.733298912644,Alpha
1389,download,1367011477,0.0,0.4781496719670855,0.0,0,0.0,null,67,9,13,7602267,59864.29996819049,Beta
1389,download,1367011477,0.0,0.4781496719670855,0.0,0,0.0,null,67,9,13,7602267,59864.29996819049,Beta
1389,download,1367011477,0.0,0.4781496719670855,0.0,0,0.0,null,67,9,13,7602267,59864.29996819049,Beta
1389,download,1367011477,0.0,0.4781496719670855,0.0,0,0.0,null,67,9,13,7602267,59864.29996819049,Beta
1389,download,1367011477,0.0,0.4781496719670855,0.0,0,0.0,null,14,6,13,7602267,59864.29996819049,Beta
1389,download,1367011477,0.0,0.4781496719670855,0.0,0,0.0,null,82,6,17,5167328,47838.2333265692,Alpha
1389,download,1367011477,0.0,0.4781496719670855,0.0,0,0.0,null,82,6,17,5167328,47838.2333265692,Alpha
1389,download,1367011477,0.0,0.4781496719670855,0.0,0,0.0,null,82,6,17,5167328,47838.2333265692,Alpha
1389,download,1367011477,0.0,0.4781496719670855,0.0,0,0.0,null,82,6,17,5167328,47838.2333265692,Alpha
1389,download,1367011477,0.0,0.4781496719670855,0.0,0,0.0,null,82,6,17,5167328,47838.2333265692,Alpha
1390,download,14515071,0.0,0.022239519626376072,0.0,0,0.0,null,25,6,24,3794028,34855.8333626464,Alpha
1390,download,14515071,0.0,0.022239519626376072,0.0,0,0.0,null,9,7,17,5167328,47838.2333265692,Alpha
1391,download,2873799447,0.0,0.011119759813188036,0.0,0,0.0,null,25,6,24,3794028,34855.8333626464,Alpha
1392,download,48979446,0.0,0.055598799065940174,0.0,0,0.0,null,25,6,24,3794028,34855.8333626464,Alpha
1392,download,48979446,0.0,0.055598799065940174,0.0,0,0.0,null,25,6,24,3794028,34855.8333626464,Alpha
1392,download,48979446,0.0,0.055598799065940174,0.0,0,0.0,null,101,6,17,5167328,47838.2333265692,Alpha
1392,download,48979446,0.0,0.055598799065940174,0.0,0,0.0,null,82,6,17,5167328,47838.2333265692,Alpha
1392,download,48979446,0.0,0.055598799065940174,0.0,0,0.0,null,23,6,12,10034220,105655.7001106143,Beta
1393,download,2374171589,0.0,0.022239519626376072,0.0,0,0.0,null,25,6,24,3794028,34855.8333626464,Alpha
1393,download,2374171589,0.0,0.022239519626376072,0.0,0,0.0,null,67,9,13,7602267,59864.29996819049,Beta
1394,download,1689785535,0.0,0.011119759813188036,0.0,0,0.0,null,25,6,24,3794028,34855.8333626464,Alpha
1395,download,2259363199,0.0,0.022239519626376072,0.0,0,0.0,null,25,6,24,3794028,34855.8333626464,Alpha
1395,download,2259363199,0.0,0.022239519626376072,0.0,0,0.0,null,77,9,2,7498850,46620.733298912644,Alpha
1396,download,228987630,0.0,0.011119759813188036,0.0,0,0.0,null,25,6,24,3794028,34855.8333626464,Alpha
1397,download,209097705,0.0,0.011119759813188036,0.0,0,0.0,null,25,6,24,3794028,34855.8333626464,Alpha
1398,download,447873919,0.0,0.011119759813188036,0.0,0,0.0,null,25,6,24,3794028,34855.8333626464,Alpha
1399,download,2886746923,0.0,0.011119759813188036,0.0,0,0.0,null,25,6,24,3794028,34855.8333626464,Alpha
1400,download,28058532,0.0,0.011119759813188036,0.0,0,0.0,null,25,6,24,3794028,34855.8333626464,Alpha
1401,download,1549095167,0.0,0.011119759813188036,0.0,0,0.0,null,25,6,24,3794028,34855.8333626464,Alpha
